date,source_country_iso3,source_country_name,source_currency_code,market_segment,year,month,monthly_tourist_arrivals,monthly_arrivals_available_flag,monthly_myr_per_source_currency,target_missing_flag,model_row_status
2017-03-30,AUS,Australia,AUD,Non-ASEAN,2017,3,25068,1,3.3838,0,Training eligible
2017-03-30,BGD,Bangladesh,BDT,Non-ASEAN,2017,3,9915,1,0.05581231,0,Training eligible
2017-03-30,BRN,Brunei,BND,ASEAN,2017,3,193307,1,3.1583,0,Training eligible
2017-03-30,CHN,China,CNY,Non-ASEAN,2017,3,173838,1,0.6436,0,Training eligible
2017-03-30,DEU,Germany,EUR,Non-ASEAN,2017,3,11727,1,4.7438,0,Training eligible
2017-03-30,FRA,France,EUR,Non-ASEAN,2017,3,10814,1,4.7438,0,Training eligible
2017-03-30,GBR,United Kingdom,GBP,Non-ASEAN,2017,3,29699,1,5.4773,0,Training eligible
2017-03-30,IDN,Indonesia,IDR,ASEAN,2017,3,235283,1,0.0003,0,Training eligible
2017-03-30,IND,India,INR,Non-ASEAN,2017,3,38422,1,0.0674,0,Training eligible
2017-03-30,JPN,Japan,JPY,Non-ASEAN,2017,3,38982,1,0.0393,0,Training eligible
2017-03-30,KOR,South Korea,KRW,Non-ASEAN,2017,3,35802,1,0.0039,0,Training eligible
2017-03-30,MMR,Myanmar,MMK,ASEAN,2017,3,3304,1,0.0033,0,Training eligible
2017-03-30,NPL,Nepal,NPR,Non-ASEAN,2017,3,2217,1,0.0421,0,Training eligible
2017-03-30,PAK,Pakistan,PKR,Non-ASEAN,2017,3,5275,1,0.0424,0,Training eligible
2017-03-30,PHL,Philippines,PHP,ASEAN,2017,3,27618,1,0.0883,0,Training eligible
2017-03-30,SGP,Singapore,SGD,ASEAN,2017,3,1068479,1,3.1583,0,Training eligible
2017-03-30,THA,Thailand,THB,ASEAN,2017,3,172459,1,0.1272,0,Training eligible
2017-03-30,TWN,Taiwan,TWD,Non-ASEAN,2017,3,25197,1,0.1448,0,Training eligible
2017-03-30,USA,United States,USD,Non-ASEAN,2017,3,17610,1,4.4393,0,Training eligible
2017-03-30,VNM,Vietnam,VND,ASEAN,2017,3,18866,1,0.0002,0,Training eligible
2017-03-31,AUS,Australia,AUD,Non-ASEAN,2017,3,25068,1,3.3838,0,Training eligible
2017-03-31,BGD,Bangladesh,BDT,Non-ASEAN,2017,3,9915,1,0.05581231,0,Training eligible
2017-03-31,BRN,Brunei,BND,ASEAN,2017,3,193307,1,3.1583,0,Training eligible
2017-03-31,CHN,China,CNY,Non-ASEAN,2017,3,173838,1,0.6436,0,Training eligible
2017-03-31,DEU,Germany,EUR,Non-ASEAN,2017,3,11727,1,4.7438,0,Training eligible
2017-03-31,FRA,France,EUR,Non-ASEAN,2017,3,10814,1,4.7438,0,Training eligible
2017-03-31,GBR,United Kingdom,GBP,Non-ASEAN,2017,3,29699,1,5.4773,0,Training eligible
2017-03-31,IDN,Indonesia,IDR,ASEAN,2017,3,235283,1,0.0003,0,Training eligible
2017-03-31,IND,India,INR,Non-ASEAN,2017,3,38422,1,0.0674,0,Training eligible
2017-03-31,JPN,Japan,JPY,Non-ASEAN,2017,3,38982,1,0.0393,0,Training eligible
2017-03-31,KOR,South Korea,KRW,Non-ASEAN,2017,3,35802,1,0.0039,0,Training eligible
2017-03-31,MMR,Myanmar,MMK,ASEAN,2017,3,3304,1,0.0033,0,Training eligible
2017-03-31,NPL,Nepal,NPR,Non-ASEAN,2017,3,2217,1,0.0421,0,Training eligible
2017-03-31,PAK,Pakistan,PKR,Non-ASEAN,2017,3,5275,1,0.0424,0,Training eligible
2017-03-31,PHL,Philippines,PHP,ASEAN,2017,3,27618,1,0.0883,0,Training eligible
2017-03-31,SGP,Singapore,SGD,ASEAN,2017,3,1068479,1,3.1583,0,Training eligible
2017-03-31,THA,Thailand,THB,ASEAN,2017,3,172459,1,0.1272,0,Training eligible
2017-03-31,TWN,Taiwan,TWD,Non-ASEAN,2017,3,25197,1,0.1448,0,Training eligible
2017-03-31,USA,United States,USD,Non-ASEAN,2017,3,17610,1,4.4393,0,Training eligible
2017-03-31,VNM,Vietnam,VND,ASEAN,2017,3,18866,1,0.0002,0,Training eligible
2017-04-01,AUS,Australia,AUD,Non-ASEAN,2017,4,34996,1,3.3221,0,Training eligible
2017-04-01,BGD,Bangladesh,BDT,Non-ASEAN,2017,4,10755,1,0.05520206,0,Training eligible
2017-04-01,BRN,Brunei,BND,ASEAN,2017,4,160572,1,3.1521,0,Training eligible
2017-04-01,CHN,China,CNY,Non-ASEAN,2017,4,184240,1,0.6396,0,Training eligible
2017-04-01,DEU,Germany,EUR,Non-ASEAN,2017,4,10344,1,4.7176,0,Training eligible
2017-04-01,FRA,France,EUR,Non-ASEAN,2017,4,11731,1,4.7176,0,Training eligible
2017-04-01,GBR,United Kingdom,GBP,Non-ASEAN,2017,4,33003,1,5.5597,0,Training eligible
2017-04-01,IDN,Indonesia,IDR,ASEAN,2017,4,258602,1,0.0003,0,Training eligible
2017-04-01,IND,India,INR,Non-ASEAN,2017,4,43974,1,0.0683,0,Training eligible
2017-04-01,JPN,Japan,JPY,Non-ASEAN,2017,4,27696,1,0.0401,0,Training eligible
2017-04-01,KOR,South Korea,KRW,Non-ASEAN,2017,4,30415,1,0.0039,0,Training eligible
2017-04-01,MMR,Myanmar,MMK,ASEAN,2017,4,4638,1,0.0033,0,Training eligible
2017-04-01,NPL,Nepal,NPR,Non-ASEAN,2017,4,2052,1,0.0427,0,Training eligible
2017-04-01,PAK,Pakistan,PKR,Non-ASEAN,2017,4,4680,1,0.0421,0,Training eligible
2017-04-01,PHL,Philippines,PHP,ASEAN,2017,4,35625,1,0.0885,0,Training eligible
2017-04-01,SGP,Singapore,SGD,ASEAN,2017,4,956849,1,3.1521,0,Training eligible
2017-04-01,THA,Thailand,THB,ASEAN,2017,4,180157,1,0.1279,0,Training eligible
2017-04-01,TWN,Taiwan,TWD,Non-ASEAN,2017,4,25834,1,0.1451,0,Training eligible
2017-04-01,USA,United States,USD,Non-ASEAN,2017,4,17148,1,4.4072,0,Training eligible
2017-04-01,VNM,Vietnam,VND,ASEAN,2017,4,19841,1,0.0002,0,Training eligible
2017-04-02,AUS,Australia,AUD,Non-ASEAN,2017,4,34996,1,3.3221,0,Training eligible
2017-04-02,BGD,Bangladesh,BDT,Non-ASEAN,2017,4,10755,1,0.05520206,0,Training eligible
2017-04-02,BRN,Brunei,BND,ASEAN,2017,4,160572,1,3.1521,0,Training eligible
2017-04-02,CHN,China,CNY,Non-ASEAN,2017,4,184240,1,0.6396,0,Training eligible
2017-04-02,DEU,Germany,EUR,Non-ASEAN,2017,4,10344,1,4.7176,0,Training eligible
2017-04-02,FRA,France,EUR,Non-ASEAN,2017,4,11731,1,4.7176,0,Training eligible
2017-04-02,GBR,United Kingdom,GBP,Non-ASEAN,2017,4,33003,1,5.5597,0,Training eligible
2017-04-02,IDN,Indonesia,IDR,ASEAN,2017,4,258602,1,0.0003,0,Training eligible
2017-04-02,IND,India,INR,Non-ASEAN,2017,4,43974,1,0.0683,0,Training eligible
2017-04-02,JPN,Japan,JPY,Non-ASEAN,2017,4,27696,1,0.0401,0,Training eligible
2017-04-02,KOR,South Korea,KRW,Non-ASEAN,2017,4,30415,1,0.0039,0,Training eligible
2017-04-02,MMR,Myanmar,MMK,ASEAN,2017,4,4638,1,0.0033,0,Training eligible
2017-04-02,NPL,Nepal,NPR,Non-ASEAN,2017,4,2052,1,0.0427,0,Training eligible
2017-04-02,PAK,Pakistan,PKR,Non-ASEAN,2017,4,4680,1,0.0421,0,Training eligible
2017-04-02,PHL,Philippines,PHP,ASEAN,2017,4,35625,1,0.0885,0,Training eligible
2017-04-02,SGP,Singapore,SGD,ASEAN,2017,4,956849,1,3.1521,0,Training eligible
2017-04-02,THA,Thailand,THB,ASEAN,2017,4,180157,1,0.1279,0,Training eligible
2017-04-02,TWN,Taiwan,TWD,Non-ASEAN,2017,4,25834,1,0.1451,0,Training eligible
2017-04-02,USA,United States,USD,Non-ASEAN,2017,4,17148,1,4.4072,0,Training eligible
2017-04-02,VNM,Vietnam,VND,ASEAN,2017,4,19841,1,0.0002,0,Training eligible
2017-04-03,AUS,Australia,AUD,Non-ASEAN,2017,4,34996,1,3.3221,0,Training eligible
2017-04-03,BGD,Bangladesh,BDT,Non-ASEAN,2017,4,10755,1,0.05520206,0,Training eligible
2017-04-03,BRN,Brunei,BND,ASEAN,2017,4,160572,1,3.1521,0,Training eligible
2017-04-03,CHN,China,CNY,Non-ASEAN,2017,4,184240,1,0.6396,0,Training eligible
2017-04-03,DEU,Germany,EUR,Non-ASEAN,2017,4,10344,1,4.7176,0,Training eligible
2017-04-03,FRA,France,EUR,Non-ASEAN,2017,4,11731,1,4.7176,0,Training eligible
2017-04-03,GBR,United Kingdom,GBP,Non-ASEAN,2017,4,33003,1,5.5597,0,Training eligible
2017-04-03,IDN,Indonesia,IDR,ASEAN,2017,4,258602,1,0.0003,0,Training eligible
2017-04-03,IND,India,INR,Non-ASEAN,2017,4,43974,1,0.0683,0,Training eligible
2017-04-03,JPN,Japan,JPY,Non-ASEAN,2017,4,27696,1,0.0401,0,Training eligible
2017-04-03,KOR,South Korea,KRW,Non-ASEAN,2017,4,30415,1,0.0039,0,Training eligible
2017-04-03,MMR,Myanmar,MMK,ASEAN,2017,4,4638,1,0.0033,0,Training eligible
2017-04-03,NPL,Nepal,NPR,Non-ASEAN,2017,4,2052,1,0.0427,0,Training eligible
2017-04-03,PAK,Pakistan,PKR,Non-ASEAN,2017,4,4680,1,0.0421,0,Training eligible
2017-04-03,PHL,Philippines,PHP,ASEAN,2017,4,35625,1,0.0885,0,Training eligible
2017-04-03,SGP,Singapore,SGD,ASEAN,2017,4,956849,1,3.1521,0,Training eligible
2017-04-03,THA,Thailand,THB,ASEAN,2017,4,180157,1,0.1279,0,Training eligible
2017-04-03,TWN,Taiwan,TWD,Non-ASEAN,2017,4,25834,1,0.1451,0,Training eligible
2017-04-03,USA,United States,USD,Non-ASEAN,2017,4,17148,1,4.4072,0,Training eligible
2017-04-03,VNM,Vietnam,VND,ASEAN,2017,4,19841,1,0.0002,0,Training eligible
2017-04-04,AUS,Australia,AUD,Non-ASEAN,2017,4,34996,1,3.3221,0,Training eligible
2017-04-04,BGD,Bangladesh,BDT,Non-ASEAN,2017,4,10755,1,0.05520206,0,Training eligible
2017-04-04,BRN,Brunei,BND,ASEAN,2017,4,160572,1,3.1521,0,Training eligible
2017-04-04,CHN,China,CNY,Non-ASEAN,2017,4,184240,1,0.6396,0,Training eligible
2017-04-04,DEU,Germany,EUR,Non-ASEAN,2017,4,10344,1,4.7176,0,Training eligible
2017-04-04,FRA,France,EUR,Non-ASEAN,2017,4,11731,1,4.7176,0,Training eligible
2017-04-04,GBR,United Kingdom,GBP,Non-ASEAN,2017,4,33003,1,5.5597,0,Training eligible
2017-04-04,IDN,Indonesia,IDR,ASEAN,2017,4,258602,1,0.0003,0,Training eligible
2017-04-04,IND,India,INR,Non-ASEAN,2017,4,43974,1,0.0683,0,Training eligible
2017-04-04,JPN,Japan,JPY,Non-ASEAN,2017,4,27696,1,0.0401,0,Training eligible
2017-04-04,KOR,South Korea,KRW,Non-ASEAN,2017,4,30415,1,0.0039,0,Training eligible
2017-04-04,MMR,Myanmar,MMK,ASEAN,2017,4,4638,1,0.0033,0,Training eligible
2017-04-04,NPL,Nepal,NPR,Non-ASEAN,2017,4,2052,1,0.0427,0,Training eligible
2017-04-04,PAK,Pakistan,PKR,Non-ASEAN,2017,4,4680,1,0.0421,0,Training eligible
2017-04-04,PHL,Philippines,PHP,ASEAN,2017,4,35625,1,0.0885,0,Training eligible
2017-04-04,SGP,Singapore,SGD,ASEAN,2017,4,956849,1,3.1521,0,Training eligible
2017-04-04,THA,Thailand,THB,ASEAN,2017,4,180157,1,0.1279,0,Training eligible
2017-04-04,TWN,Taiwan,TWD,Non-ASEAN,2017,4,25834,1,0.1451,0,Training eligible
2017-04-04,USA,United States,USD,Non-ASEAN,2017,4,17148,1,4.4072,0,Training eligible
2017-04-04,VNM,Vietnam,VND,ASEAN,2017,4,19841,1,0.0002,0,Training eligible
2017-04-05,AUS,Australia,AUD,Non-ASEAN,2017,4,34996,1,3.3221,0,Training eligible
2017-04-05,BGD,Bangladesh,BDT,Non-ASEAN,2017,4,10755,1,0.05520206,0,Training eligible
2017-04-05,BRN,Brunei,BND,ASEAN,2017,4,160572,1,3.1521,0,Training eligible
2017-04-05,CHN,China,CNY,Non-ASEAN,2017,4,184240,1,0.6396,0,Training eligible
2017-04-05,DEU,Germany,EUR,Non-ASEAN,2017,4,10344,1,4.7176,0,Training eligible
2017-04-05,FRA,France,EUR,Non-ASEAN,2017,4,11731,1,4.7176,0,Training eligible
2017-04-05,GBR,United Kingdom,GBP,Non-ASEAN,2017,4,33003,1,5.5597,0,Training eligible
2017-04-05,IDN,Indonesia,IDR,ASEAN,2017,4,258602,1,0.0003,0,Training eligible
2017-04-05,IND,India,INR,Non-ASEAN,2017,4,43974,1,0.0683,0,Training eligible
2017-04-05,JPN,Japan,JPY,Non-ASEAN,2017,4,27696,1,0.0401,0,Training eligible
2017-04-05,KOR,South Korea,KRW,Non-ASEAN,2017,4,30415,1,0.0039,0,Training eligible
2017-04-05,MMR,Myanmar,MMK,ASEAN,2017,4,4638,1,0.0033,0,Training eligible
2017-04-05,NPL,Nepal,NPR,Non-ASEAN,2017,4,2052,1,0.0427,0,Training eligible
2017-04-05,PAK,Pakistan,PKR,Non-ASEAN,2017,4,4680,1,0.0421,0,Training eligible
2017-04-05,PHL,Philippines,PHP,ASEAN,2017,4,35625,1,0.0885,0,Training eligible
2017-04-05,SGP,Singapore,SGD,ASEAN,2017,4,956849,1,3.1521,0,Training eligible
2017-04-05,THA,Thailand,THB,ASEAN,2017,4,180157,1,0.1279,0,Training eligible
2017-04-05,TWN,Taiwan,TWD,Non-ASEAN,2017,4,25834,1,0.1451,0,Training eligible
2017-04-05,USA,United States,USD,Non-ASEAN,2017,4,17148,1,4.4072,0,Training eligible
2017-04-05,VNM,Vietnam,VND,ASEAN,2017,4,19841,1,0.0002,0,Training eligible
2017-04-06,AUS,Australia,AUD,Non-ASEAN,2017,4,34996,1,3.3221,0,Training eligible
2017-04-06,BGD,Bangladesh,BDT,Non-ASEAN,2017,4,10755,1,0.05520206,0,Training eligible
2017-04-06,BRN,Brunei,BND,ASEAN,2017,4,160572,1,3.1521,0,Training eligible
2017-04-06,CHN,China,CNY,Non-ASEAN,2017,4,184240,1,0.6396,0,Training eligible
2017-04-06,DEU,Germany,EUR,Non-ASEAN,2017,4,10344,1,4.7176,0,Training eligible
2017-04-06,FRA,France,EUR,Non-ASEAN,2017,4,11731,1,4.7176,0,Training eligible
2017-04-06,GBR,United Kingdom,GBP,Non-ASEAN,2017,4,33003,1,5.5597,0,Training eligible
2017-04-06,IDN,Indonesia,IDR,ASEAN,2017,4,258602,1,0.0003,0,Training eligible
2017-04-06,IND,India,INR,Non-ASEAN,2017,4,43974,1,0.0683,0,Training eligible
2017-04-06,JPN,Japan,JPY,Non-ASEAN,2017,4,27696,1,0.0401,0,Training eligible
2017-04-06,KOR,South Korea,KRW,Non-ASEAN,2017,4,30415,1,0.0039,0,Training eligible
2017-04-06,MMR,Myanmar,MMK,ASEAN,2017,4,4638,1,0.0033,0,Training eligible
2017-04-06,NPL,Nepal,NPR,Non-ASEAN,2017,4,2052,1,0.0427,0,Training eligible
2017-04-06,PAK,Pakistan,PKR,Non-ASEAN,2017,4,4680,1,0.0421,0,Training eligible
2017-04-06,PHL,Philippines,PHP,ASEAN,2017,4,35625,1,0.0885,0,Training eligible
2017-04-06,SGP,Singapore,SGD,ASEAN,2017,4,956849,1,3.1521,0,Training eligible
2017-04-06,THA,Thailand,THB,ASEAN,2017,4,180157,1,0.1279,0,Training eligible
2017-04-06,TWN,Taiwan,TWD,Non-ASEAN,2017,4,25834,1,0.1451,0,Training eligible
2017-04-06,USA,United States,USD,Non-ASEAN,2017,4,17148,1,4.4072,0,Training eligible
2017-04-06,VNM,Vietnam,VND,ASEAN,2017,4,19841,1,0.0002,0,Training eligible
2017-04-07,AUS,Australia,AUD,Non-ASEAN,2017,4,34996,1,3.3221,0,Training eligible
2017-04-07,BGD,Bangladesh,BDT,Non-ASEAN,2017,4,10755,1,0.05520206,0,Training eligible
2017-04-07,BRN,Brunei,BND,ASEAN,2017,4,160572,1,3.1521,0,Training eligible
2017-04-07,CHN,China,CNY,Non-ASEAN,2017,4,184240,1,0.6396,0,Training eligible
2017-04-07,DEU,Germany,EUR,Non-ASEAN,2017,4,10344,1,4.7176,0,Training eligible
2017-04-07,FRA,France,EUR,Non-ASEAN,2017,4,11731,1,4.7176,0,Training eligible
2017-04-07,GBR,United Kingdom,GBP,Non-ASEAN,2017,4,33003,1,5.5597,0,Training eligible
2017-04-07,IDN,Indonesia,IDR,ASEAN,2017,4,258602,1,0.0003,0,Training eligible
2017-04-07,IND,India,INR,Non-ASEAN,2017,4,43974,1,0.0683,0,Training eligible
2017-04-07,JPN,Japan,JPY,Non-ASEAN,2017,4,27696,1,0.0401,0,Training eligible
2017-04-07,KOR,South Korea,KRW,Non-ASEAN,2017,4,30415,1,0.0039,0,Training eligible
2017-04-07,MMR,Myanmar,MMK,ASEAN,2017,4,4638,1,0.0033,0,Training eligible
2017-04-07,NPL,Nepal,NPR,Non-ASEAN,2017,4,2052,1,0.0427,0,Training eligible
2017-04-07,PAK,Pakistan,PKR,Non-ASEAN,2017,4,4680,1,0.0421,0,Training eligible
2017-04-07,PHL,Philippines,PHP,ASEAN,2017,4,35625,1,0.0885,0,Training eligible
2017-04-07,SGP,Singapore,SGD,ASEAN,2017,4,956849,1,3.1521,0,Training eligible
2017-04-07,THA,Thailand,THB,ASEAN,2017,4,180157,1,0.1279,0,Training eligible
2017-04-07,TWN,Taiwan,TWD,Non-ASEAN,2017,4,25834,1,0.1451,0,Training eligible
2017-04-07,USA,United States,USD,Non-ASEAN,2017,4,17148,1,4.4072,0,Training eligible
2017-04-07,VNM,Vietnam,VND,ASEAN,2017,4,19841,1,0.0002,0,Training eligible
2017-04-08,AUS,Australia,AUD,Non-ASEAN,2017,4,34996,1,3.3221,0,Training eligible
2017-04-08,BGD,Bangladesh,BDT,Non-ASEAN,2017,4,10755,1,0.05520206,0,Training eligible
2017-04-08,BRN,Brunei,BND,ASEAN,2017,4,160572,1,3.1521,0,Training eligible
2017-04-08,CHN,China,CNY,Non-ASEAN,2017,4,184240,1,0.6396,0,Training eligible
2017-04-08,DEU,Germany,EUR,Non-ASEAN,2017,4,10344,1,4.7176,0,Training eligible
2017-04-08,FRA,France,EUR,Non-ASEAN,2017,4,11731,1,4.7176,0,Training eligible
2017-04-08,GBR,United Kingdom,GBP,Non-ASEAN,2017,4,33003,1,5.5597,0,Training eligible
2017-04-08,IDN,Indonesia,IDR,ASEAN,2017,4,258602,1,0.0003,0,Training eligible
2017-04-08,IND,India,INR,Non-ASEAN,2017,4,43974,1,0.0683,0,Training eligible
2017-04-08,JPN,Japan,JPY,Non-ASEAN,2017,4,27696,1,0.0401,0,Training eligible
2017-04-08,KOR,South Korea,KRW,Non-ASEAN,2017,4,30415,1,0.0039,0,Training eligible
2017-04-08,MMR,Myanmar,MMK,ASEAN,2017,4,4638,1,0.0033,0,Training eligible
2017-04-08,NPL,Nepal,NPR,Non-ASEAN,2017,4,2052,1,0.0427,0,Training eligible
2017-04-08,PAK,Pakistan,PKR,Non-ASEAN,2017,4,4680,1,0.0421,0,Training eligible
2017-04-08,PHL,Philippines,PHP,ASEAN,2017,4,35625,1,0.0885,0,Training eligible
2017-04-08,SGP,Singapore,SGD,ASEAN,2017,4,956849,1,3.1521,0,Training eligible
2017-04-08,THA,Thailand,THB,ASEAN,2017,4,180157,1,0.1279,0,Training eligible
2017-04-08,TWN,Taiwan,TWD,Non-ASEAN,2017,4,25834,1,0.1451,0,Training eligible
2017-04-08,USA,United States,USD,Non-ASEAN,2017,4,17148,1,4.4072,0,Training eligible
2017-04-08,VNM,Vietnam,VND,ASEAN,2017,4,19841,1,0.0002,0,Training eligible
2017-04-09,AUS,Australia,AUD,Non-ASEAN,2017,4,34996,1,3.3221,0,Training eligible
2017-04-09,BGD,Bangladesh,BDT,Non-ASEAN,2017,4,10755,1,0.05520206,0,Training eligible
2017-04-09,BRN,Brunei,BND,ASEAN,2017,4,160572,1,3.1521,0,Training eligible
2017-04-09,CHN,China,CNY,Non-ASEAN,2017,4,184240,1,0.6396,0,Training eligible
2017-04-09,DEU,Germany,EUR,Non-ASEAN,2017,4,10344,1,4.7176,0,Training eligible
2017-04-09,FRA,France,EUR,Non-ASEAN,2017,4,11731,1,4.7176,0,Training eligible
2017-04-09,GBR,United Kingdom,GBP,Non-ASEAN,2017,4,33003,1,5.5597,0,Training eligible
2017-04-09,IDN,Indonesia,IDR,ASEAN,2017,4,258602,1,0.0003,0,Training eligible
2017-04-09,IND,India,INR,Non-ASEAN,2017,4,43974,1,0.0683,0,Training eligible
2017-04-09,JPN,Japan,JPY,Non-ASEAN,2017,4,27696,1,0.0401,0,Training eligible
2017-04-09,KOR,South Korea,KRW,Non-ASEAN,2017,4,30415,1,0.0039,0,Training eligible
2017-04-09,MMR,Myanmar,MMK,ASEAN,2017,4,4638,1,0.0033,0,Training eligible
2017-04-09,NPL,Nepal,NPR,Non-ASEAN,2017,4,2052,1,0.0427,0,Training eligible
2017-04-09,PAK,Pakistan,PKR,Non-ASEAN,2017,4,4680,1,0.0421,0,Training eligible
2017-04-09,PHL,Philippines,PHP,ASEAN,2017,4,35625,1,0.0885,0,Training eligible
2017-04-09,SGP,Singapore,SGD,ASEAN,2017,4,956849,1,3.1521,0,Training eligible
2017-04-09,THA,Thailand,THB,ASEAN,2017,4,180157,1,0.1279,0,Training eligible
2017-04-09,TWN,Taiwan,TWD,Non-ASEAN,2017,4,25834,1,0.1451,0,Training eligible
2017-04-09,USA,United States,USD,Non-ASEAN,2017,4,17148,1,4.4072,0,Training eligible
2017-04-09,VNM,Vietnam,VND,ASEAN,2017,4,19841,1,0.0002,0,Training eligible
2017-04-10,AUS,Australia,AUD,Non-ASEAN,2017,4,34996,1,3.3221,0,Training eligible
2017-04-10,BGD,Bangladesh,BDT,Non-ASEAN,2017,4,10755,1,0.05520206,0,Training eligible
2017-04-10,BRN,Brunei,BND,ASEAN,2017,4,160572,1,3.1521,0,Training eligible
2017-04-10,CHN,China,CNY,Non-ASEAN,2017,4,184240,1,0.6396,0,Training eligible
2017-04-10,DEU,Germany,EUR,Non-ASEAN,2017,4,10344,1,4.7176,0,Training eligible
2017-04-10,FRA,France,EUR,Non-ASEAN,2017,4,11731,1,4.7176,0,Training eligible
2017-04-10,GBR,United Kingdom,GBP,Non-ASEAN,2017,4,33003,1,5.5597,0,Training eligible
2017-04-10,IDN,Indonesia,IDR,ASEAN,2017,4,258602,1,0.0003,0,Training eligible
2017-04-10,IND,India,INR,Non-ASEAN,2017,4,43974,1,0.0683,0,Training eligible
2017-04-10,JPN,Japan,JPY,Non-ASEAN,2017,4,27696,1,0.0401,0,Training eligible
2017-04-10,KOR,South Korea,KRW,Non-ASEAN,2017,4,30415,1,0.0039,0,Training eligible
2017-04-10,MMR,Myanmar,MMK,ASEAN,2017,4,4638,1,0.0033,0,Training eligible
2017-04-10,NPL,Nepal,NPR,Non-ASEAN,2017,4,2052,1,0.0427,0,Training eligible
2017-04-10,PAK,Pakistan,PKR,Non-ASEAN,2017,4,4680,1,0.0421,0,Training eligible
2017-04-10,PHL,Philippines,PHP,ASEAN,2017,4,35625,1,0.0885,0,Training eligible
2017-04-10,SGP,Singapore,SGD,ASEAN,2017,4,956849,1,3.1521,0,Training eligible
2017-04-10,THA,Thailand,THB,ASEAN,2017,4,180157,1,0.1279,0,Training eligible
2017-04-10,TWN,Taiwan,TWD,Non-ASEAN,2017,4,25834,1,0.1451,0,Training eligible
2017-04-10,USA,United States,USD,Non-ASEAN,2017,4,17148,1,4.4072,0,Training eligible
2017-04-10,VNM,Vietnam,VND,ASEAN,2017,4,19841,1,0.0002,0,Training eligible
2017-04-11,AUS,Australia,AUD,Non-ASEAN,2017,4,34996,1,3.3221,0,Training eligible
2017-04-11,BGD,Bangladesh,BDT,Non-ASEAN,2017,4,10755,1,0.05520206,0,Training eligible
2017-04-11,BRN,Brunei,BND,ASEAN,2017,4,160572,1,3.1521,0,Training eligible
2017-04-11,CHN,China,CNY,Non-ASEAN,2017,4,184240,1,0.6396,0,Training eligible
2017-04-11,DEU,Germany,EUR,Non-ASEAN,2017,4,10344,1,4.7176,0,Training eligible
2017-04-11,FRA,France,EUR,Non-ASEAN,2017,4,11731,1,4.7176,0,Training eligible
2017-04-11,GBR,United Kingdom,GBP,Non-ASEAN,2017,4,33003,1,5.5597,0,Training eligible
2017-04-11,IDN,Indonesia,IDR,ASEAN,2017,4,258602,1,0.0003,0,Training eligible
2017-04-11,IND,India,INR,Non-ASEAN,2017,4,43974,1,0.0683,0,Training eligible
2017-04-11,JPN,Japan,JPY,Non-ASEAN,2017,4,27696,1,0.0401,0,Training eligible
2017-04-11,KOR,South Korea,KRW,Non-ASEAN,2017,4,30415,1,0.0039,0,Training eligible
2017-04-11,MMR,Myanmar,MMK,ASEAN,2017,4,4638,1,0.0033,0,Training eligible
2017-04-11,NPL,Nepal,NPR,Non-ASEAN,2017,4,2052,1,0.0427,0,Training eligible
2017-04-11,PAK,Pakistan,PKR,Non-ASEAN,2017,4,4680,1,0.0421,0,Training eligible
2017-04-11,PHL,Philippines,PHP,ASEAN,2017,4,35625,1,0.0885,0,Training eligible
2017-04-11,SGP,Singapore,SGD,ASEAN,2017,4,956849,1,3.1521,0,Training eligible
2017-04-11,THA,Thailand,THB,ASEAN,2017,4,180157,1,0.1279,0,Training eligible
2017-04-11,TWN,Taiwan,TWD,Non-ASEAN,2017,4,25834,1,0.1451,0,Training eligible
2017-04-11,USA,United States,USD,Non-ASEAN,2017,4,17148,1,4.4072,0,Training eligible
2017-04-11,VNM,Vietnam,VND,ASEAN,2017,4,19841,1,0.0002,0,Training eligible
2017-04-12,AUS,Australia,AUD,Non-ASEAN,2017,4,34996,1,3.3221,0,Training eligible
2017-04-12,BGD,Bangladesh,BDT,Non-ASEAN,2017,4,10755,1,0.05520206,0,Training eligible
2017-04-12,BRN,Brunei,BND,ASEAN,2017,4,160572,1,3.1521,0,Training eligible
2017-04-12,CHN,China,CNY,Non-ASEAN,2017,4,184240,1,0.6396,0,Training eligible
2017-04-12,DEU,Germany,EUR,Non-ASEAN,2017,4,10344,1,4.7176,0,Training eligible
2017-04-12,FRA,France,EUR,Non-ASEAN,2017,4,11731,1,4.7176,0,Training eligible
2017-04-12,GBR,United Kingdom,GBP,Non-ASEAN,2017,4,33003,1,5.5597,0,Training eligible
2017-04-12,IDN,Indonesia,IDR,ASEAN,2017,4,258602,1,0.0003,0,Training eligible
2017-04-12,IND,India,INR,Non-ASEAN,2017,4,43974,1,0.0683,0,Training eligible
2017-04-12,JPN,Japan,JPY,Non-ASEAN,2017,4,27696,1,0.0401,0,Training eligible
2017-04-12,KOR,South Korea,KRW,Non-ASEAN,2017,4,30415,1,0.0039,0,Training eligible
2017-04-12,MMR,Myanmar,MMK,ASEAN,2017,4,4638,1,0.0033,0,Training eligible
2017-04-12,NPL,Nepal,NPR,Non-ASEAN,2017,4,2052,1,0.0427,0,Training eligible
2017-04-12,PAK,Pakistan,PKR,Non-ASEAN,2017,4,4680,1,0.0421,0,Training eligible
2017-04-12,PHL,Philippines,PHP,ASEAN,2017,4,35625,1,0.0885,0,Training eligible
2017-04-12,SGP,Singapore,SGD,ASEAN,2017,4,956849,1,3.1521,0,Training eligible
